die_id,stack_id,disposition
D0141324,S013254,assembled
D0141325,S013275,assembled
D0141326,S013270,assembled
D0141327,S013276,assembled
D0141328,S013234,assembled
D0141329,S013254,assembled
D0141330,S013274,assembled
D0141331,S013255,assembled
D0141332,S013256,assembled
D0141333,S013285,assembled
D0141334,S013240,assembled
D0141335,S013228,assembled
D0141336,S013238,assembled
D0141337,S013234,assembled
D0141338,S013241,assembled
D0141339,,eligible_unassigned
D0141340,S013290,assembled
D0141341,S013273,assembled
D0141342,S013230,assembled
D0141343,S013231,assembled
D0141344,S013276,assembled
D0141345,S013279,assembled
D0141346,S013261,assembled
D0141347,S013275,assembled
D0141348,S013237,assembled
D0141349,S013267,assembled
D0141350,,screen_rejected
D0141351,,screen_rejected
D0141352,S013229,assembled
D0141353,S013240,assembled
D0141354,S013272,assembled
D0141355,S013252,assembled
D0141356,S013245,assembled
D0141357,S013239,assembled
D0141358,S013255,assembled
D0141359,S013239,assembled
D0141360,S013254,assembled
D0141361,S013287,assembled
D0141362,S013236,assembled
D0141363,S013281,assembled
D0141364,S013285,assembled
D0141365,S013244,assembled
D0141366,S013279,assembled
D0141367,S013275,assembled
D0141368,S013279,assembled
D0141369,S013239,assembled
D0141370,S013239,assembled
D0141371,S013271,assembled
D0141372,S013228,assembled
D0141373,S013264,assembled
D0141374,S013280,assembled
D0141375,S013269,assembled
D0141376,S013265,assembled
D0141377,S013279,assembled
D0141378,S013238,assembled
D0141379,S013240,assembled
D0141380,S013289,assembled
D0141381,S013244,assembled
D0141382,S013241,assembled
D0141383,S013247,assembled
D0141384,S013242,assembled
D0141385,S013250,assembled
D0141386,S013290,assembled
D0141387,S013249,assembled
D0141388,S013275,assembled
D0141389,S013257,assembled
D0141390,S013283,assembled
D0141391,S013228,assembled
D0141392,S013287,assembled
D0141393,S013255,assembled
D0141394,S013283,assembled
D0141395,S013274,assembled
D0141396,S013273,assembled
D0141397,S013264,assembled
D0141398,S013259,assembled
D0141399,S013278,assembled
D0141400,S013267,assembled
D0141401,S013229,assembled
D0141402,S013283,assembled
D0141403,S013235,assembled
D0141404,S013260,assembled
D0141405,S013246,assembled
D0141406,S013283,assembled
D0141407,S013263,assembled
D0141408,S013273,assembled
D0141409,S013245,assembled
D0141410,S013244,assembled
D0141411,S013262,assembled
D0141412,S013242,assembled
D0141413,S013262,assembled
D0141414,S013228,assembled
D0141415,S013285,assembled
D0141416,S013260,assembled
D0141417,S013248,assembled
D0141418,S013249,assembled
D0141419,S013270,assembled
D0141420,S013272,assembled
D0141421,S013264,assembled
D0141422,,screen_rejected
D0141423,S013289,assembled
D0141424,S013243,assembled
D0141425,S013288,assembled
D0141426,S013276,assembled
D0141427,S013236,assembled
D0141428,S013256,assembled
D0141429,S013289,assembled
D0141430,S013282,assembled
D0141431,S013231,assembled
D0141432,S013282,assembled
D0141433,S013261,assembled
D0141434,,eligible_unassigned
D0141435,S013233,assembled
D0141436,S013239,assembled
D0141437,S013258,assembled
D0141438,S013257,assembled
D0141439,S013243,assembled
D0141440,S013230,assembled
D0141441,S013247,assembled
D0141442,S013279,assembled
D0141443,S013272,assembled
D0141444,S013286,assembled
D0141445,S013234,assembled
D0141446,S013267,assembled
D0141447,S013237,assembled
D0141448,S013245,assembled
D0141449,S013263,assembled
D0141450,S013261,assembled
D0141451,S013229,assembled
D0141452,S013249,assembled
D0141453,S013273,assembled
D0141454,S013271,assembled
D0141455,,screen_rejected
D0141456,S013253,assembled
D0141457,S013237,assembled
D0141458,S013251,assembled
D0141459,S013289,assembled
D0141460,S013237,assembled
D0141461,,eligible_unassigned
D0141462,S013242,assembled
D0141463,S013265,assembled
D0141464,,screen_rejected
D0141465,S013235,assembled
D0141466,S013283,assembled
D0141467,S013233,assembled
D0141468,S013286,assembled
D0141469,S013260,assembled
D0141470,S013251,assembled
D0141471,,screen_rejected
D0141472,S013271,assembled
D0141473,S013266,assembled
D0141474,,screen_rejected
D0141475,S013231,assembled
D0141476,S013281,assembled
D0141477,S013271,assembled
D0141478,S013240,assembled
D0141479,S013242,assembled
D0141480,S013234,assembled
D0141481,S013243,assembled
D0141482,S013255,assembled
D0141483,S013236,assembled
D0141484,S013243,assembled
D0141485,S013266,assembled
D0141486,S013270,assembled
D0141487,,screen_rejected
D0141488,S013243,assembled
D0141489,S013288,assembled
D0141490,S013271,assembled
D0141491,S013276,assembled
D0141492,S013232,assembled
D0141493,S013276,assembled
D0141494,S013251,assembled
D0141495,S013256,assembled
D0141496,S013271,assembled
D0141497,S013254,assembled
D0141498,S013246,assembled
D0141499,S013275,assembled
D0141500,S013239,assembled
D0141501,S013278,assembled
D0141502,S013287,assembled
D0141503,S013250,assembled
D0141504,S013280,assembled
D0141505,S013274,assembled
D0141506,S013257,assembled
D0141507,S013255,assembled
D0141508,S013252,assembled
D0141509,S013269,assembled
D0141510,S013266,assembled
D0141511,S013278,assembled
D0141512,S013241,assembled
D0141513,S013267,assembled
D0141514,S013253,assembled
D0141515,S013243,assembled
D0141516,,screen_rejected
D0141517,S013230,assembled
D0141518,S013267,assembled
D0141519,S013278,assembled
D0141520,S013230,assembled
D0141521,S013228,assembled
D0141522,S013231,assembled
D0141523,S013283,assembled
D0141524,S013254,assembled
D0141525,S013268,assembled
D0141526,S013257,assembled
D0141527,S013260,assembled
D0141528,S013247,assembled
D0141529,S013262,assembled
D0141530,S013228,assembled
D0141531,S013244,assembled
D0141532,S013238,assembled
D0141533,S013271,assembled
D0141534,S013262,assembled
D0141535,S013230,assembled
D0141536,S013269,assembled
D0141537,S013246,assembled
D0141538,S013228,assembled
D0141539,S013272,assembled
D0141540,S013238,assembled
D0141541,S013250,assembled
D0141542,S013241,assembled
D0141543,S013282,assembled
D0141544,S013277,assembled
D0141545,S013229,assembled
D0141546,S013255,assembled
D0141547,S013263,assembled
D0141548,S013237,assembled
D0141549,S013272,assembled
D0141550,S013257,assembled
D0141551,S013236,assembled
D0141552,S013246,assembled
D0141553,S013231,assembled
D0141554,S013263,assembled
D0141555,S013270,assembled
D0141556,S013286,assembled
D0141557,S013246,assembled
D0141558,S013284,assembled
D0141559,S013258,assembled
D0141560,S013269,assembled
D0141561,S013267,assembled
D0141562,S013277,assembled
D0141563,S013230,assembled
D0141564,S013251,assembled
D0141565,S013271,assembled
D0141566,S013252,assembled
D0141567,S013238,assembled
D0141568,S013256,assembled
D0141569,S013276,assembled
D0141570,S013281,assembled
D0141571,S013268,assembled
D0141572,S013267,assembled
D0141573,S013253,assembled
D0141574,S013243,assembled
D0141575,S013285,assembled
D0141576,,eligible_unassigned
D0141577,S013247,assembled
D0141578,,screen_rejected
D0141579,S013249,assembled
D0141580,S013269,assembled
D0141581,S013231,assembled
D0141582,S013277,assembled
D0141583,S013231,assembled
D0141584,S013237,assembled
D0141585,S013228,assembled
D0141586,S013237,assembled
D0141587,S013245,assembled
D0141588,S013234,assembled
D0141589,S013275,assembled
D0141590,S013250,assembled
D0141591,S013288,assembled
D0141592,S013243,assembled
D0141593,S013259,assembled
D0141594,S013253,assembled
D0141595,S013274,assembled
D0141596,S013264,assembled
D0141597,S013268,assembled
D0141598,S013283,assembled
D0141599,S013279,assembled
D0141600,S013273,assembled
D0141601,S013342,assembled
D0141602,S013341,assembled
D0141603,S013332,assembled
D0141604,S013346,assembled
D0141605,S013346,assembled
D0141606,S013296,assembled
D0141607,S013309,assembled
D0141608,S013341,assembled
D0141609,S013310,assembled
D0141610,S013348,assembled
D0141611,S013299,assembled
D0141612,S013314,assembled
D0141613,,screen_rejected
D0141614,S013329,assembled
D0141615,S013332,assembled
D0141616,S013305,assembled
D0141617,S013308,assembled
D0141618,S013344,assembled
D0141619,S013319,assembled
D0141620,S013303,assembled
D0141621,S013303,assembled
D0141622,S013311,assembled
D0141623,S013295,assembled
D0141624,S013294,assembled
D0141625,S013322,assembled
D0141626,S013302,assembled
D0141627,S013347,assembled
D0141628,S013331,assembled
D0141629,S013314,assembled
D0141630,,screen_rejected
D0141631,,screen_rejected
D0141632,S013346,assembled
D0141633,S013345,assembled
D0141634,S013325,assembled
D0141635,S013336,assembled
D0141636,S013345,assembled
D0141637,,screen_rejected
D0141638,S013339,assembled
D0141639,S013293,assembled
D0141640,S013334,assembled
D0141641,S013319,assembled
D0141642,,screen_rejected
D0141643,S013304,assembled
D0141644,S013308,assembled
D0141645,S013299,assembled
D0141646,S013328,assembled
D0141647,S013305,assembled
D0141648,S013319,assembled
D0141649,S013301,assembled
D0141650,S013334,assembled
D0141651,S013315,assembled
D0141652,S013307,assembled
D0141653,S013325,assembled
D0141654,S013300,assembled
D0141655,S013348,assembled
D0141656,S013336,assembled
D0141657,S013332,assembled
D0141658,S013344,assembled
D0141659,S013300,assembled
D0141660,S013297,assembled
D0141661,S013292,assembled
D0141662,S013347,assembled
D0141663,S013302,assembled
D0141664,S013302,assembled
D0141665,S013308,assembled
D0141666,S013351,assembled
D0141667,,screen_rejected
D0141668,S013305,assembled
D0141669,S013298,assembled
D0141670,S013317,assembled
D0141671,S013335,assembled
D0141672,S013329,assembled
D0141673,S013300,assembled
D0141674,S013351,assembled
D0141675,S013303,assembled
D0141676,S013315,assembled
D0141677,S013337,assembled
D0141678,S013324,assembled
D0141679,S013312,assembled
D0141680,S013296,assembled
D0141681,S013323,assembled
D0141682,S013299,assembled
D0141683,S013322,assembled
D0141684,S013327,assembled
D0141685,S013305,assembled
D0141686,,screen_rejected
D0141687,S013309,assembled
D0141688,S013317,assembled
D0141689,S013307,assembled
D0141690,S013322,assembled
D0141691,,eligible_unassigned
D0141692,S013342,assembled
D0141693,S013321,assembled
D0141694,S013313,assembled
D0141695,S013326,assembled
D0141696,S013298,assembled
D0141697,S013315,assembled
D0141698,,screen_rejected
D0141699,S013302,assembled
D0141700,,screen_rejected
D0141701,S013311,assembled
D0141702,S013324,assembled
D0141703,S013318,assembled
D0141704,S013301,assembled
D0141705,S013303,assembled
D0141706,S013335,assembled
D0141707,S013320,assembled
D0141708,S013347,assembled
D0141709,S013337,assembled
D0141710,S013307,assembled
D0141711,S013304,assembled
D0141712,S013292,assembled
D0141713,S013295,assembled
D0141714,S013298,assembled
D0141715,S013314,assembled
D0141716,S013317,assembled
D0141717,S013329,assembled
D0141718,S013303,assembled
D0141719,S013326,assembled
D0141720,,screen_rejected
D0141721,S013329,assembled
D0141722,S013295,assembled
D0141723,S013343,assembled
D0141724,S013333,assembled
D0141725,S013337,assembled
D0141726,S013313,assembled
D0141727,S013342,assembled
D0141728,S013340,assembled
D0141729,S013294,assembled
D0141730,,eligible_unassigned
D0141731,S013319,assembled
D0141732,S013314,assembled
D0141733,S013348,assembled
D0141734,S013330,assembled
D0141735,S013328,assembled
D0141736,S013315,assembled
D0141737,,screen_rejected
D0141738,S013350,assembled
D0141739,S013293,assembled
D0141740,S013311,assembled
D0141741,S013333,assembled
D0141742,S013311,assembled
D0141743,S013347,assembled
D0141744,S013318,assembled
D0141745,S013306,assembled
D0141746,S013325,assembled
D0141747,S013344,assembled
D0141748,S013292,assembled
D0141749,S013294,assembled
D0141750,S013324,assembled
D0141751,S013311,assembled
D0141752,S013334,assembled
D0141753,S013325,assembled
D0141754,S013318,assembled
D0141755,S013303,assembled
D0141756,S013338,assembled
D0141757,S013324,assembled
D0141758,,screen_rejected
D0141759,S013336,assembled
D0141760,S013331,assembled
D0141761,S013306,assembled
D0141762,S013336,assembled
D0141763,S013348,assembled
D0141764,S013312,assembled
D0141765,,screen_rejected
D0141766,S013326,assembled
D0141767,S013351,assembled
D0141768,S013321,assembled
D0141769,S013350,assembled
D0141770,,screen_rejected
D0141771,S013342,assembled
D0141772,S013326,assembled
D0141773,S013348,assembled
D0141774,S013326,assembled
D0141775,S013341,assembled
D0141776,S013321,assembled
D0141777,S013313,assembled
D0141778,S013313,assembled
D0141779,S013313,assembled
D0141780,S013329,assembled
D0141781,S013340,assembled
D0141782,S013291,assembled
D0141783,S013324,assembled
D0141784,S013312,assembled
D0141785,S013323,assembled
D0141786,S013323,assembled
D0141787,S013323,assembled
D0141788,S013350,assembled
D0141789,S013349,assembled
D0141790,S013306,assembled
D0141791,,screen_rejected
D0141792,,screen_rejected
D0141793,S013327,assembled
D0141794,S013302,assembled
D0141795,S013299,assembled
D0141796,S013338,assembled
D0141797,S013328,assembled
D0141798,S013336,assembled
D0141799,S013307,assembled
D0141800,S013320,assembled
D0141801,S013310,assembled
D0141802,S013344,assembled
D0141803,S013313,assembled
D0141804,,screen_rejected
D0141805,S013345,assembled
D0141806,S013350,assembled
D0141807,S013291,assembled
D0141808,S013291,assembled
D0141809,S013330,assembled
D0141810,S013331,assembled
D0141811,S013329,assembled
D0141812,,screen_rejected
D0141813,S013291,assembled
D0141814,S013344,assembled
D0141815,S013338,assembled
D0141816,S013320,assembled
D0141817,S013341,assembled
D0141818,S013351,assembled
D0141819,S013345,assembled
D0141820,,screen_rejected
D0141821,S013327,assembled
D0141822,,screen_rejected
D0141823,S013317,assembled
D0141824,,screen_rejected
D0141825,S013330,assembled
D0141826,S013324,assembled
D0141827,S013292,assembled
D0141828,S013345,assembled
D0141829,S013347,assembled
D0141830,S013299,assembled
D0141831,S013293,assembled
D0141832,S013327,assembled
D0141833,S013310,assembled
D0141834,,screen_rejected
D0141835,S013348,assembled
D0141836,S013301,assembled
D0141837,S013321,assembled
D0141838,S013319,assembled
D0141839,S013309,assembled
D0141840,S013324,assembled
D0141841,S013338,assembled
D0141842,S013316,assembled
D0141843,S013314,assembled
D0141844,S013323,assembled
D0141845,S013322,assembled
D0141846,S013342,assembled
D0141847,S013336,assembled
D0141848,S013301,assembled
D0141849,S013329,assembled
D0141850,S013309,assembled
D0141851,S013296,assembled
D0141852,S013330,assembled
D0141853,S013343,assembled
D0141854,,screen_rejected
D0141855,S013333,assembled
D0141856,S013338,assembled
D0141857,,screen_rejected
D0141858,S013337,assembled
D0141859,S013346,assembled
D0141860,S013308,assembled
D0141861,S013323,assembled
D0141862,S013298,assembled
D0141863,S013335,assembled
D0141864,S013349,assembled
D0141865,S013307,assembled
D0141866,S013295,assembled
D0141867,S013301,assembled
D0141868,S013304,assembled
D0141869,S013303,assembled
D0141870,S013304,assembled
D0141871,S013305,assembled
D0141872,S013291,assembled
D0141873,S013291,assembled
D0141874,,screen_rejected
D0141875,S013348,assembled
D0141876,S013351,assembled
D0141877,S013334,assembled
D0141878,S013327,assembled
D0141879,S013330,assembled
D0141880,,eligible_unassigned
D0141881,S013320,assembled
D0141882,S013351,assembled
D0141883,S013347,assembled
D0141884,S013315,assembled
D0141885,S013325,assembled
D0141886,S013299,assembled
D0141887,S013334,assembled
D0141888,S013305,assembled
D0141889,S013300,assembled
D0141890,S013299,assembled
D0141891,S013339,assembled
D0141892,S013330,assembled
D0141893,,screen_rejected
D0141894,S013338,assembled
D0141895,S013298,assembled
D0141896,S013346,assembled
D0141897,S013331,assembled
D0141898,S013296,assembled
D0141899,,screen_rejected
D0141900,S013325,assembled
D0141901,S013341,assembled
D0141902,S013309,assembled
D0141903,S013334,assembled
D0141904,S013312,assembled
D0141905,S013339,assembled
D0141906,S013311,assembled
D0141907,S013298,assembled
D0141908,S013298,assembled
D0141909,S013341,assembled
D0141910,S013349,assembled
D0141911,S013316,assembled
D0141912,S013313,assembled
D0141913,S013342,assembled
D0141914,S013294,assembled
D0141915,S013301,assembled
D0141916,S013325,assembled
D0141917,S013319,assembled
